date,id,username,polarity,text
2017-04-01 15:59:19,848203127908057089,sports_eeuu,,Leicester City 2-0 Stoke City http://dlvr.it/Nn1fhj pic.twitter.com/Su6sDWY2GW
2017-04-01 15:59:18,848203123172589568,dexkool90,,Leicester City 2-0 Stoke City http://dlvr.it/Nn1fhV pic.twitter.com/b7lFEBktZO
2017-04-01 15:59:15,848203112384876544,3four3,,"5 wins, 0 losses #LeicesterCity Anyone still questioning what happened with Ranieri?"
2017-04-01 15:58:51,848203009666547714,_sebasn,,Liverpool 3-1 Everton Leicester 2-0 Stoke City Chelsea 1-2 Crystal Burnley 0-2 Tottenham United 0- 0 West Bromwich #PremierLeague J30
2017-04-01 15:58:50,848203009280675840,nigerianews360,,(Video) – Ndidi Breaks The Internet With Screamer For Leicester City In Win Over Stoke City https://www.nigerianews360.com/video-ndidi-breaks-the-internet-with-screamer-for-leicester-city-in-win-over-stoke-city/ …pic.twitter.com/uecuqLCFhd
2017-04-01 15:58:43,848202976279789568,iDareU_,,FULL TIME: Leicester 2-0 Stoke . What a turn around of form for Leicester City
2017-04-01 15:58:17,848202868339482625,FutbolModerno_,,FINALES. -Leicester City 2-0 Stoke City. -Manchester United 0-0 West Brom. -Chelsea 1-2 Crystal Palace. #PLpic.twitter.com/PPtpch2TLj
2017-04-01 15:58:07,848202829130903552,FichajeGoleador,,¡¡FINALIZAN!! Man United 0-0 West Brom Burnely 0-2 Tottenham Leicester 2-0 Stoke City Chelsea 1-2 Crystal Palace #PL [FECHA 30]pic.twitter.com/0gcNt0DzLp
2017-04-01 15:57:30,848202671836278786,AO_Sports,,Full time: Leicester City v Stoke City (English Premier League) http://english.ahram.org.eg/News/262017.aspx …
2017-04-01 15:57:22,848202636990050304,anBhanna,,Leicester City 2 — 0 Stoke City and: https://twitter.com/jayjaygiants/status/848200104259575809 … and:pic.twitter.com/gUoDBf6Erx
2017-04-01 15:57:09,848202584120807425,vialee78,,Yes Leicester City. We lost to Palace at home last season.
2017-04-01 15:56:44,848202478067863552,BelgianLeon,,"Leicester City 2 Stoke City 0: Ndidi, Vardy smash Shakespeare into the record books via @Onefootball. Read it here: http://1.ftb.al/zNTc/zq1aF33FZB"
2017-04-01 15:56:39,848202457129857025,lcfcbuzztap,,espnfc .com >> Leicester City 2-0 Stoke City http://buzztap.com/-T9QsaP
2017-04-01 15:56:34,848202435973853184,Scores24_7_365,,EPL : FINAL: Leicester City shutouts Stoke City 2-0. Shots (on goal) LEI: 23 (10) SC: 10 (2) Possession LEI: 48% SC: 52%
2017-04-01 15:56:22,848202386812190720,futbolerosof,,- Chelsea 1-2 Crystal Palace. - Manchester United 0-0 West Brom. - Leicester City 2-0 Stoke City. - Burnley 0-2 Tottenham. Premier League. pic.twitter.com/7fYNwOtIvY
2017-04-01 15:56:22,848202385717637121,enitanpopoola,,I wonder how Ranieri will be feeling watching the Leicester City players win games.
2017-04-01 15:56:20,848202378587381760,thesackrace,,"Another day, another win for Leicester City boss Craig Shakespeare! #LCFC #Routinehttps://twitter.com/OptaJoe/status/848201909181743104 …"
