date,id,username,polarity,text
2018-12-26 16:59:58,1077972299087675392,SBOBET,,#PL - England FULL TIME: Leicester City managed to take the lead on second half. Leicester City 2-1 Manchester City #LCFC #MCFC #LEIMUNpic.twitter.com/BKzVBXQ6Mg
2018-12-26 16:59:58,1077972297682743297,_JKins_,,A wa gwan for ManCity now. I like that Leicester City
2018-12-26 16:59:58,1077972297116459008,JuNambaje,,once Leicester city FC was a champion in #PL ; Mancity loose 2nd match in row but none is giving a Fuckkk to mean when you're small just don't ignore it. #GGMU THANKS #Ole
2018-12-26 16:59:45,1077972245996285952,dialex0,,Another terrible day for city to me Leicester City deserved the winning it's payback for Efl
2018-12-26 16:59:44,1077972241202249728,Deshynor,,"On boxing day, Manchester city was boxed down to the 3rd by Leicester city. Thank you Jesus #LEIMCI"
2018-12-26 16:59:43,1077972235023933441,ChaputAfterDark,,Leicester City with more miracles!
2018-12-26 16:59:41,1077972228506091520,JVamcas,,Whatever weed Leicester City's been smoking they should keep it till when they meet Liverpool.
2018-12-26 16:59:30,1077972180527448064,Ryanowenwells04,,Just tried to thank my uncle who’s a Leicester city fan for the win but now he’s gone all high and mighty about their one premier league. Leicester fans are twats I hate living in Leicestershire
2018-12-26 16:59:29,1077972175884304386,KarstenRivasTCS,,JORNADA 19 LIGA PREMIER Fulham 1 - 1 Wolverhampton Wanderers Burnley 1 - 5 Everton Crystal Palace 0 - 0 Cardiff City Leicester City 2 - 1 Manchester City Liverpool 4 - 0 Newcastle United Manchester United 3 - 1 Huddersfield Town Tottenham Hotspur 5 - 0 Bournemouth
2018-12-26 16:59:26,1077972164492619776,Sarwar_M3rlin,,"Hallelujah, we are now 6 points ahead in 1st place!!!! C'mon you #REDS and thank you Leicester City!!! This year could finally be our year, finally."
2018-12-26 16:59:22,1077972149699256321,leumaswazhere,,Leicester City have beaten Chelsea and Manchester City back to back lol
