date,id,username,polarity,text
2015-08-14 23:59:41,6.32340847942472E+017,Danielagungsam1,1,Matchday West Ham United vs Leicester City #COYI #WHUFC
2015-08-14 23:49:50,6.32338372418105E+017,TheLocalMpls,1,#BPL Sat/15 9am West Ham v Leicester City $4.50 pints $13.99 buffet #WHUFC #LCFC @whufc_official @WBAFCofficial http://the-local.com/sports/
2015-08-14 23:34:43,6.32334564703113E+017,edson_carr,2,@k_lopez533 arsenal played shyte against west ham but I like the teams you choose but Leicester City all the way
2015-08-14 23:33:59,6.3233438006143E+017,soccerindefinit,1,West Ham United v Leicester City http://www.bbc.co.uk/sport/0/football/33832171 …
2015-08-14 23:17:03,6.32330118933914E+017,MaineRoad_M14,1,@alhugs Superb... Thankyou ... Barney Daniel's 2 goals against Leicester City... Local Legend at Ashton Utd & Hyde Utd.... @AshtonUnitedFC
2015-08-14 23:16:13,6.32329911311725E+017,MelissaEllenW,2,Can finally go shopping for baby clothes! First on the list - Leicester City kit! Shes gonna play for #lcfc ladiespic.twitter.com/uEUDQfScXg
2015-08-14 23:09:02,6.32328104732701E+017,FoxesNews,1,#lcfc #foxes #leicestercity Leicester Sporting Stars Welcome Rugby World Cup http://dld.bz/dQ3gk
2015-08-14 23:03:22,6.32326676022735E+017,FIRST4LCFC,1,Busy day at work? Stay on top of things with our daily round-up of Leicester City transfer news and rumours http://go.shr.lc/1NvvZz9 #LCFC
2015-08-14 23:02:40,6.32326499014603E+017,FOXES_Fanly,1,Leicester boss Claudio Ranieri says he would be 'crazy' no... #LCFC #LeicesterCity http://www.fandrop.co/p/HyAu2Gk78V pic.twitter.com/sCor9QQ181
2015-08-14 23:00:24,6.32325931152081E+017,BookieSmash,1,West Ham vs Leicester City: Find 11/4 at bwin for Modibo Maiga to score anytime http://buff.ly/1DQmzyz #PremierLeaguepic.twitter.com/Uk6bbGO3Fh
2015-08-14 22:58:02,6.32325334839398E+017,kezarpub,1,Saturday August 15 7am Southampton v Everton Spurs v Stoke City West Ham v Leicester City Sunderland v Norwich... http://fb.me/5blvsDFeL
2015-08-14 22:47:52,6.32322777085686E+017,thekiwicanary,1,"@p_l_pass Minor grip. On Sunderland v Norwich game fixture, Norwich has Leicester City's logo. Please fix;-)"
2015-08-14 22:46:06,6.32322331071939E+017,Daniel__Orme,1,West Ham United vs Leicester City - Can the Foxes break their duck in London? #lcfc http://ift.tt/1WpZnwS
2015-08-14 22:40:51,6.32321010239472E+017,Love4Agencies,1,wearemediarocks: NeuvooLeiceste: Looking for a #Apprentice #Office Administrator - Leicester City Solicitors #jobs… https://twitter.com/NeuvooLeiceste/status/632315352916099072/photo/1pic.twitter.com/vCpDCk7y08
2015-08-14 22:40:02,6.323208052637E+017,Official_T4O,1,"West Ham v Leicester City: Team News, Match Preview & Likely Line-Ups http://bit.ly/1TCY2Ut"
2015-08-14 22:39:36,6.32320693976216E+017,ThePremiership2,1,"15. Aug 10:00 AM, West Ham United vs Leicester City http://fb.me/3wF3mop27"
2015-08-14 22:38:15,6.32320357962269E+017,FinaleMovers,1,http://ift.tt/1IRE0LL BURY V LEICESTER CITY-25th Aug 2015-CAPITAL ONE CUP-PRE ORDER-PROG pic.twitter.com/mjbKHhI6HP
2015-08-14 22:30:02,6.32318287637008E+017,ThisIsFutbol,1,Gokhan Inler set to join Leicester City in £5m deal #LCFC http://thisisfutbol.com/2015/08/blogs/leicester-city-secure-5million-deal-for-switzerland-captain …pic.twitter.com/h1YsfQ3psS
2015-08-14 22:29:04,6.32318044182868E+017,WestHamNews,1,"West Ham United vs Leicester City: Team news, kick-off time, probable line-ups, odds and stats http://bit.ly/1TCUW2I"
2015-08-14 22:26:10,6.32317314994672E+017,Love4Agencies,1,NeuvooLeiceste: Looking for a #Apprentice #Office Administrator - Leicester City Solicitors #jobs … https://twitter.com/NeuvooLeiceste/status/632315352916099072/photo/1pic.twitter.com/vCpDCk7y08
2015-08-14 22:21:29,6.32316136130896E+017,2011Abd1414,1,@2011Abd1414 Tottenham Hotspur × Stoke City Watford × West Bromwich Albion West Ham United × Leicester City
2015-08-14 22:15:08,6.32314538969432E+017,Liamlcfc123,2,"Quality support from Leicester City again sold out our allocation (2,640) away at West Ham £45 a ticket #twentyisplenty #LCFC"
2015-08-14 22:13:11,6.32314047438844E+017,julianmoan_,1,"West Ham United vs Leicester City: Team news, kick-off time, probable line-ups, odds and stats: Get the latest... http://dailym.ai/1hbsqEk"
2015-08-14 22:12:35,6.32313895382831E+017,TrAnsferDailys,1,Leicester City have beaten Shalke for the signature of Napoli midfielder Inler for £3 million
2015-08-14 22:12:10,6.32313792660144E+017,davidg3907,1,West Ham United v LEICESTER CITY. Premiership August 15th. on @OLBG http://www.olbg.com/blogs/post.php?id=409520 …
2015-08-14 22:10:56,6.32313483514749E+017,johnmerro1,1,Micah Richards in the new captain of #AVFC unfortunately he resembled Frank Sinclair at Leicester City 2001 tonight. Big worries for them
2015-08-14 22:10:44,6.32313429273936E+017,VitalPrem,2,Premier League: Sunderland Well Beaten By Leicester City http://bit.ly/1TgPI7q
2015-08-14 22:09:52,6.32313214810743E+017,Football_Oasis,1,Middlesbrough sign David Nugent from Leicester City on three-year contract http://www.theguardian.com/football/2015/aug/14/middlesbrough-david-nugent-leicester-city-three-year-contract …
2015-08-14 22:03:12,6.32311534203507E+017,LeicesterPink,1,#lcfc NewsXtra Leicester City boss Claudio Ranieri targets new midfielder and hints signing could be Englishma... http://wag.so/FoxsNX
2015-08-14 22:01:27,6.32311093097038E+017,di_is_di,1,"Oh my, just two games and ""top of the table"" crap is trending! Leicester City were there the entire weekend and... http://fb.me/1KEybgGtZ"
2015-08-14 22:00:51,6.32310944991871E+017,football_spy,1,Preview: West Ham vs Leicester City - Hammers looking to make it two out of two by seeing off Foxes http://www.vavel.com/en/football/premier-league/west-ham/526497-west-ham-united-vs-leicester-city-preview.html …
