date,id,username,polarity,text
2015-08-14 23:59:41,6.32340847942472e+17,Danielagungsam1,1,matchday west ham united vs leicester city  coyi   whufc 
2015-08-14 23:49:50,6.32338372418105e+17,TheLocalMpls,1, bpl  sat/15 9am west ham v leicester city $4.50 pints $13.99 buffet  whufc   lcfc  USER_MENTION USER_MENTION  URL 
2015-08-14 23:34:43,6.32334564703113e+17,edson_carr,2,USER_MENTION arsenal played shyte against west ham but i like the teams you choose but leicester city all the way
2015-08-14 23:33:59,6.3233438006143e+17,soccerindefinit,1,west ham united v leicester city  URL  …
2015-08-14 23:17:03,6.32330118933914e+17,MaineRoad_M14,1,USER_MENTION superb... thankyou ... barney daniel's 2 goals against leicester city... local legend at ashton utd & hyde utd.... USER_MENTION
2015-08-14 23:16:13,6.32329911311725e+17,MelissaEllenW,2,can finally go shopping for baby clothes! first on the list - leicester city kit! shes gonna play for  lcfc  ladiespic.twitter.com/ueudqfscxg
2015-08-14 23:09:02,6.32328104732701e+17,FoxesNews,1, lcfc   foxes   leicestercity  leicester sporting stars welcome rugby world cup  URL 
2015-08-14 23:03:22,6.32326676022735e+17,FIRST4LCFC,1,busy day at work? stay on top of things with our daily round-up of leicester city transfer news and rumours  URL   lcfc 
2015-08-14 23:02:40,6.32326499014603e+17,FOXES_Fanly,1,leicester boss claudio ranieri says he would be 'crazy' no...  lcfc   leicestercity   URL  pic.twitter.com/scor9qq181
2015-08-14 23:00:24,6.32325931152081e+17,BookieSmash,1,west ham vs leicester city: find 11/4 at bwin for modibo maiga to score anytime  URL   premierleaguepic.twitter.com/uk6bbgo3fh 
2015-08-14 22:58:02,6.32325334839398e+17,kezarpub,1,saturday august 15 7am southampton v everton spurs v stoke city west ham v leicester city sunderland v norwich...  URL 
2015-08-14 22:47:52,6.32322777085686e+17,thekiwicanary,1,"USER_MENTION minor grip. on sunderland v norwich game fixture, norwich has leicester city's logo. please fix;-)"
2015-08-14 22:46:06,6.32322331071939e+17,Daniel__Orme,1,west ham united vs leicester city - can the foxes break their duck in london?  lcfc   URL 
2015-08-14 22:40:51,6.32321010239472e+17,Love4Agencies,1,wearemediarocks: neuvooleiceste: looking for a  apprentice   office  administrator - leicester city solicitors  jobs…   URL 
2015-08-14 22:40:02,6.323208052637e+17,Official_T4O,1,"west ham v leicester city: team news, match preview & likely line-ups  URL "
2015-08-14 22:39:36,6.32320693976216e+17,ThePremiership2,1,"15. aug 10:00 am, west ham united vs leicester city  URL "
