date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2016-05-15 15:59:57,arr1821,,0,0,0,"1. Leicester City (81) | 2. Arsenal (71) | 3. Tottenham Hotspur (70) | 4. Manchester City (66) | 5. Southampton (63)",,,,731876784262631424,https://twitter.com/arr1821/status/731876784262631424
2016-05-15 15:59:54,Kurnz_,SpursOfficial,0,0,0,"okey Now i will be a fans leicester city. bye",,,,731876772782866433,https://twitter.com/Kurnz_/status/731876772782866433
2016-05-15 15:59:54,ChelseaFC_Fanly,,0,0,3,"Chelsea vs Leicester City live score and goal updates as Claudio Rani... #CFC http://app.fanly.me/article/HKr1Sixv62 …pic.twitter.com/GmfLFDAozo",,,#CFC,731876769989464064,https://twitter.com/ChelseaFC_Fanly/status/731876769989464064
2016-05-15 15:59:53,seuntadef,,0,0,0,"Nah, Leicester city are mad...",,,,731876767271686144,https://twitter.com/seuntadef/status/731876767271686144
2016-05-15 15:59:50,davidraider88,,0,0,0,"Leicester City and Arsenal finished first and second. What a silly season.",,,,731876756072828928,https://twitter.com/davidraider88/status/731876756072828928
2016-05-15 15:59:45,albertozapatad,,0,0,0,"FT - Chelsea 1-1 Leicester City (ESPN) http://ift.tt/1lDOh2x #COYB #Blues",,,#COYB #Blues,731876733318746112,https://twitter.com/albertozapatad/status/731876733318746112
2016-05-15 15:59:39,dadwag1,,0,1,1,"What a season for Leicester city another great performance at Chelsea foxes never quit only lost 3 games all... http://fb.me/2g329U5EV",,,,731876709969108993,https://twitter.com/dadwag1/status/731876709969108993
2016-05-15 15:59:35,KiranRa57845897,brazeshk,0,0,0,"#leicesterCity new campaions of England",,,#leicesterCity,731876691144937473,https://twitter.com/KiranRa57845897/status/731876691144937473
2016-05-15 15:59:29,Djamel__1997,,0,0,0,"Leicester city > Arsenal > Spurs",,,,731876665958236160,https://twitter.com/Djamel__1997/status/731876665958236160
2016-05-15 15:59:28,lekzy_ola,,0,0,0,"FT: Arsenal 4-0 Aston Villa Chelsea 1-1 Leicester City Newcastle 5-1 Tottenham Swansea 1-1 Man City West Brom 1-1 Liverpool",,,,731876661793333249,https://twitter.com/lekzy_ola/status/731876661793333249
2016-05-15 15:59:28,RRRahate,,0,0,0,"FT - Chelsea 1-1 Leicester City (ESPN) http://ift.tt/1lDOh2x",,,,731876661575221248,https://twitter.com/RRRahate/status/731876661575221248
